layout_number,room_length_ft,room_breadth_ft,room_area_sqft,room_setup_type,num_windows,door_wall,window_wall_1,window_wall_2,total_price_npr,bed,table,chair,wardrobe,bookshelf,bedsidetable,dresser,dustbin,mirror
1053,10.75,10.5,112.88,luxury,2,east,north,south,69000,db,lt,ac,ww,bb,bt,dr,di,NA
1054,14,13,182,standard,2,south,west,east,18500,db,mt,mc,fw,bb,NA,NA,di,NA
1055,14,10.75,150.5,budget,1,north,NA,south,13000,sb,mt,mc,NA,bb,NA,NA,di,NA
1056,13.25,9.75,129.19,standard,2,north,west,east,17500,db,mt,mc,fw,NA,NA,NA,di,mr
1057,13.5,11.25,151.88,standard,1,north,NA,west,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1058,13.25,13,172.25,standard,2,north,east,south,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1059,14,9,126,budget,2,north,south,west,11300,sb,mt,pc,NA,NA,NA,NA,di,mr
1060,12.25,9.25,113.31,standard,2,north,south,east,30500,sb,lt,mc,ww,bb,NA,NA,di,mr
1061,13.75,11.25,154.69,luxury,1,north,NA,east,46000,db,lt,mc,NA,NA,bt,dr,di,NA
1062,12.5,9.25,115.62,standard,2,south,east,west,16500,sb,lt,mc,fw,NA,NA,NA,di,mr
1063,14.5,13.5,195.75,budget,2,west,east,south,16800,sb,lt,pc,fw,bb,NA,NA,di,mr
1064,11.75,9,105.75,standard,1,east,south,NA,18300,db,lt,pc,fw,NA,NA,NA,di,mr
1065,15,13,195,standard,2,south,north,west,16500,sb,lt,mc,fw,NA,NA,NA,di,mr
1066,14.75,14.75,217.56,standard,2,north,west,south,21500,db,lt,mc,hw,wb,NA,NA,di,NA
1067,13,10,130,budget,2,east,north,south,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
1068,10,9.5,95,standard,1,south,east,NA,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1069,13,10.5,136.5,luxury,2,north,west,south,28500,db,mt,ac,fw,wb,NA,NA,di,mr
1070,13.5,11.75,158.62,standard,1,west,east,NA,17800,db,lt,pc,hw,NA,NA,NA,di,mr
1071,14.75,11.5,169.62,standard,2,north,west,east,17500,db,lt,mc,hw,NA,NA,NA,di,NA
1072,9.75,9.5,92.62,luxury,1,east,west,NA,47500,db,lt,mc,hw,wb,NA,dr,di,NA
1073,11.25,10.25,115.31,luxury,1,north,NA,south,29000,db,lt,ac,fw,wb,NA,NA,di,NA
1074,9.75,9.75,95.06,standard,1,north,south,NA,23000,sb,mt,ac,fw,bb,NA,NA,di,mr
1075,15,13.25,198.75,luxury,2,north,east,west,54500,db,mt,ac,ww,wb,NA,dr,di,NA
1076,11.5,9.5,109.25,luxury,1,east,north,NA,37500,db,lt,mc,ww,bb,bt,NA,di,mr
1077,13.75,13.75,189.06,luxury,2,south,north,east,65500,kb,mt,ac,ww,wb,NA,dr,di,NA
1078,11.5,11.25,129.38,luxury,2,south,west,east,42000,db,lt,ac,ww,NA,bt,NA,di,mr
1079,13.75,10.75,147.81,budget,1,north,NA,east,28800,db,mt,pc,ww,NA,NA,NA,di,NA
1080,15,11.75,176.25,budget,2,north,south,east,11500,sb,mt,mc,NA,NA,NA,NA,di,NA
1081,11.25,10.75,120.94,standard,2,west,north,east,16300,db,mt,pc,fw,NA,NA,NA,di,NA
1082,14.5,14.5,210.25,budget,2,east,south,west,10800,sb,mt,pc,NA,NA,NA,NA,di,NA
1083,12.25,10.75,131.69,budget,1,north,NA,south,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1084,13.5,10.75,145.12,standard,1,west,east,NA,18300,db,lt,pc,fw,NA,NA,NA,di,mr
1085,14.5,14.25,206.62,budget,2,west,east,south,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1086,12.25,9,110.25,luxury,2,south,east,west,56000,db,lt,ac,NA,wb,bt,dr,di,NA
1087,14,13.25,185.5,budget,2,east,south,north,16300,db,mt,pc,hw,NA,NA,NA,di,mr
1088,13.75,13.5,185.62,standard,2,south,west,east,23500,db,lt,ac,NA,NA,NA,NA,di,mr
1089,11.5,10.25,117.88,budget,1,east,NA,north,19300,db,lt,pc,hw,bb,NA,NA,di,mr
1090,12.75,12,153,standard,2,south,west,east,18500,db,lt,mc,hw,bb,NA,NA,di,NA
1091,13.5,9.5,128.25,standard,2,east,north,west,32800,db,mt,pc,ww,wb,NA,NA,di,NA
1092,11,9.5,104.5,standard,1,north,east,NA,23500,db,mt,ac,NA,bb,NA,NA,di,mr
1093,14.5,11,159.5,standard,1,north,NA,east,21000,db,lt,mc,hw,wb,NA,NA,di,NA
1094,12.75,11.5,146.62,budget,1,south,west,NA,11000,sb,mt,mc,NA,NA,NA,NA,di,NA
1095,14.5,9.5,137.75,budget,1,south,NA,east,15300,db,mt,pc,NA,bb,NA,NA,di,NA
1096,13.25,10,132.5,luxury,1,east,south,NA,44000,db,lt,ac,hw,wb,bt,NA,di,mr
1097,10.5,10.25,107.62,standard,1,south,NA,west,20300,db,mt,pc,hw,wb,NA,NA,di,mr
1098,14.25,9.5,135.38,budget,1,north,west,NA,19300,db,mt,pc,hw,wb,NA,NA,di,NA
1099,11.25,9,101.25,luxury,1,south,NA,east,53000,db,lt,ac,ww,wb,NA,NA,di,mr
1100,13.5,10.25,138.38,standard,2,west,south,east,14800,sb,mt,pc,NA,wb,NA,NA,di,NA
1101,15,13.25,198.75,budget,2,east,west,north,16300,sb,lt,pc,hw,bb,NA,NA,di,mr
1102,12,10.75,129,standard,2,east,south,north,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1103,13.25,13.25,175.56,standard,2,north,east,west,22000,db,mt,mc,fw,wb,NA,NA,di,mr
1104,12.5,10.5,131.25,luxury,2,east,west,north,33800,db,lt,pc,fw,wb,NA,NA,di,mr
1105,14.25,13.75,195.94,luxury,2,south,north,east,34800,kb,lt,pc,fw,bb,bt,NA,di,mr
1106,10.25,9,92.25,luxury,1,west,north,NA,54500,db,mt,ac,ww,wb,NA,dr,di,NA
1107,13.5,12.5,168.75,budget,2,west,south,east,15500,sb,lt,mc,hw,NA,NA,NA,di,mr
1108,14.75,9.5,140.12,budget,2,south,west,north,16300,db,mt,pc,fw,NA,NA,NA,di,NA
1109,13.75,9.5,130.62,luxury,2,north,south,west,21000,db,mt,mc,fw,NA,bt,NA,di,NA
1110,10.75,10,107.5,standard,1,north,south,NA,14000,sb,lt,mc,NA,NA,NA,NA,di,mr
1111,12,10.5,126,standard,1,south,NA,west,25300,sb,mt,pc,ww,NA,NA,NA,di,NA
1112,14.5,9.75,141.38,budget,1,east,west,NA,16300,db,mt,pc,hw,NA,NA,NA,di,mr
1113,12.25,10.75,131.69,standard,1,north,NA,south,31000,db,mt,mc,ww,bb,NA,NA,di,NA
1114,10,9.75,97.5,budget,1,south,west,NA,14800,db,mt,pc,hw,NA,NA,NA,di,NA
1115,12.25,11.25,137.81,standard,2,south,west,east,19500,sb,lt,mc,hw,wb,NA,NA,di,mr
1116,13.25,12.5,165.62,budget,2,south,north,east,26000,sb,mt,mc,ww,NA,NA,NA,di,NA
1117,10.5,10.5,110.25,standard,2,west,north,south,12500,sb,mt,mc,NA,NA,NA,NA,di,mr
1118,13.75,11,151.25,luxury,2,south,west,north,59000,db,mt,ac,ww,wb,bt,dr,di,NA
1119,14,11.25,157.5,budget,1,north,NA,south,16300,db,mt,pc,hw,bb,NA,NA,di,NA
1120,13.75,10.75,147.81,budget,2,south,west,east,16300,db,mt,pc,fw,NA,NA,NA,di,NA
1121,12.5,10.75,134.38,luxury,2,south,north,west,57500,db,lt,ac,ww,bb,bt,dr,di,NA
1122,12,10.25,123,standard,1,east,south,NA,22000,sb,lt,ac,hw,NA,NA,NA,di,mr
1123,13.5,10,135,luxury,2,south,east,north,38500,db,lt,ac,hw,NA,NA,dr,di,NA
1124,14.25,12.5,178.12,luxury,2,east,south,north,26000,db,mt,ac,NA,NA,bt,NA,di,mr
1125,14.25,13,185.25,budget,2,north,west,south,18800,db,lt,pc,hw,bb,NA,NA,di,mr
1126,11.75,11,129.25,luxury,1,east,south,NA,30500,db,lt,mc,fw,NA,NA,NA,di,mr
1127,14.25,9.75,138.94,luxury,2,north,south,east,52000,db,lt,ac,NA,NA,bt,dr,di,NA
1128,11.25,10,112.5,budget,1,north,south,NA,20300,db,mt,pc,hw,wb,NA,NA,di,mr
1129,14.75,13.5,199.12,budget,2,north,south,west,20300,db,lt,pc,hw,wb,NA,NA,di,NA
1130,14.75,10.75,158.56,budget,1,west,east,NA,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1131,13.5,11.75,158.62,budget,1,west,NA,south,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1132,14.75,11.75,173.31,luxury,2,east,south,north,37500,db,lt,ac,ww,NA,NA,NA,di,NA
1133,10.75,10,107.5,standard,1,east,NA,south,16300,db,mt,pc,hw,NA,NA,NA,di,mr
1134,13.75,10.5,144.38,budget,2,south,east,north,12300,sb,mt,pc,hw,NA,NA,NA,di,NA
1135,13.25,13.25,175.56,standard,2,west,south,east,35500,db,mt,ac,ww,NA,NA,NA,di,NA
1136,14.75,11,162.25,standard,2,north,south,west,21000,db,mt,mc,hw,wb,NA,NA,di,mr
1137,13.25,10.5,139.12,standard,2,south,east,west,17300,db,lt,pc,hw,NA,NA,NA,di,mr
1138,14.25,9.75,138.94,budget,1,west,east,NA,14800,sb,lt,pc,hw,NA,NA,NA,di,mr
1139,14.25,12,171,standard,2,east,south,west,29000,db,lt,ac,hw,wb,NA,NA,di,mr
1140,10.5,10.5,110.25,luxury,2,south,east,west,41000,db,lt,ac,ww,NA,bt,NA,di,NA
1141,9.75,9,87.75,budget,1,north,NA,west,10800,sb,mt,pc,NA,NA,NA,NA,di,NA
1142,10,9.5,95,budget,1,west,east,NA,14300,sb,lt,pc,fw,NA,NA,NA,di,NA
1143,15,13.25,198.75,standard,2,east,west,north,28300,sb,lt,pc,ww,NA,NA,NA,di,mr
1144,11.25,10.25,115.31,budget,2,east,north,south,16500,sb,mt,mc,hw,wb,NA,NA,di,NA
1145,14,13.75,192.5,budget,2,south,east,north,17300,db,mt,pc,fw,NA,NA,NA,di,mr
1146,13.75,10.25,140.94,budget,1,east,west,NA,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
1147,14.75,11.5,169.62,standard,2,east,north,west,16500,sb,mt,mc,hw,wb,NA,NA,di,NA
1148,11.25,9.5,106.88,standard,1,south,north,NA,29800,db,mt,pc,ww,NA,NA,NA,di,mr
1149,11.5,11,126.5,standard,2,west,south,north,20300,db,mt,pc,fw,wb,NA,NA,di,NA
1150,13,9.5,123.5,luxury,1,north,west,NA,53500,db,lt,mc,ww,wb,bt,dr,di,NA
1151,13.75,13.5,185.62,budget,2,north,south,west,15800,sb,mt,pc,hw,wb,NA,NA,di,NA
1152,13.75,11.25,154.69,budget,1,east,north,NA,19000,sb,mt,mc,fw,wb,NA,NA,di,mr
1153,10.75,9.5,102.12,budget,1,east,NA,south,17500,db,mt,mc,hw,bb,NA,NA,di,NA
1154,14.25,14.25,203.06,luxury,2,south,west,north,44000,db,lt,ac,ww,bb,bt,NA,di,mr
1155,13.25,10.25,135.81,luxury,2,north,south,west,45500,db,mt,ac,hw,wb,bt,dr,di,NA
1156,14.25,11,156.75,standard,2,east,west,north,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1157,11.75,10,117.5,luxury,1,east,NA,west,46500,db,lt,ac,ww,wb,bt,NA,di,mr
1158,10,10,100,budget,1,east,north,NA,17500,db,mt,mc,hw,bb,NA,NA,di,NA
1159,10,9,90,standard,1,east,NA,south,19000,db,lt,mc,fw,NA,NA,NA,di,mr
1160,11.25,9.5,106.88,standard,1,south,west,NA,17500,db,lt,mc,NA,bb,NA,NA,di,NA
1161,12.5,12.25,153.12,luxury,2,east,north,west,52000,kb,mt,ac,ww,wb,NA,NA,di,mr
1162,12.5,10,125,standard,2,north,east,south,20300,db,mt,pc,fw,wb,NA,NA,di,NA
1163,11.75,10.25,120.44,standard,2,west,south,east,15000,db,mt,mc,NA,NA,NA,NA,di,mr
1164,13.75,11,151.25,standard,1,south,west,NA,20500,sb,mt,ac,hw,NA,NA,NA,di,mr
1165,12,9.75,117,luxury,2,west,north,south,46000,db,lt,mc,ww,NA,NA,dr,di,NA
1166,11.25,11,123.75,standard,1,south,north,NA,19800,db,lt,pc,NA,wb,NA,NA,di,mr
1167,14,13.75,192.5,luxury,2,east,west,south,28500,db,lt,ac,hw,NA,bt,NA,di,mr
1168,14.75,11.25,165.94,budget,2,west,east,north,14800,sb,lt,pc,hw,NA,NA,NA,di,mr
1169,11,9,99,standard,1,east,NA,north,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1170,12.75,12.25,156.19,budget,1,west,south,NA,14300,sb,lt,pc,fw,NA,NA,NA,di,NA
1171,14.5,11.5,166.75,luxury,2,east,west,south,51000,db,mt,ac,ww,NA,bt,NA,di,NA
1172,14,9.25,129.5,budget,1,east,north,NA,18000,sb,mt,mc,hw,wb,NA,NA,di,mr
1173,10,9.75,97.5,standard,1,east,NA,west,16800,db,lt,pc,hw,NA,NA,NA,di,NA
1174,12,10.75,129,standard,1,west,north,NA,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1175,14.5,9.5,137.75,luxury,2,south,east,west,41500,db,lt,ac,ww,NA,bt,NA,di,NA
1176,11.75,11.75,138.06,budget,1,south,east,NA,15800,db,mt,pc,fw,NA,NA,NA,di,NA
1177,14.5,9.75,141.38,budget,1,north,NA,east,11300,sb,mt,pc,NA,NA,NA,NA,di,mr
1178,14,10,140,standard,1,west,east,NA,18800,db,mt,pc,fw,bb,NA,NA,di,mr
1179,13.5,10.75,145.12,budget,1,west,NA,north,15800,sb,mt,pc,hw,wb,NA,NA,di,NA
1180,11.25,10.5,118.12,luxury,1,west,east,NA,58500,db,mt,ac,ww,wb,bt,dr,di,NA
1181,15,9.5,142.5,budget,2,east,south,west,12800,sb,mt,pc,fw,NA,NA,NA,di,NA
1182,14.5,13.25,192.12,budget,2,north,south,west,13000,sb,lt,mc,NA,NA,NA,NA,di,NA
1183,15,10.75,161.25,luxury,2,south,east,north,56500,db,lt,ac,fw,bb,bt,dr,di,NA
1184,10,9.75,97.5,luxury,1,north,south,NA,71000,db,lt,ac,ww,wb,bt,dr,di,NA
1185,14.75,14.25,210.19,budget,2,south,west,east,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
1186,13.75,10.5,144.38,luxury,1,west,north,NA,32000,db,lt,mc,ww,NA,NA,NA,di,mr
1187,12.75,12,153,standard,1,east,NA,north,26000,db,lt,ac,fw,NA,NA,NA,di,mr
1188,14.25,11.25,160.31,standard,2,south,east,west,16800,db,lt,pc,NA,bb,NA,NA,di,NA
1189,15,14.25,213.75,budget,2,east,south,north,17500,db,mt,mc,hw,bb,NA,NA,di,NA
1190,12.75,9,114.75,standard,1,east,west,NA,15800,db,mt,pc,NA,bb,NA,NA,di,mr
1191,14.25,12.5,178.12,luxury,2,north,east,west,44000,kb,lt,ac,hw,wb,bt,NA,di,mr
1192,13,11.25,146.25,standard,2,west,east,south,16800,db,lt,pc,hw,NA,NA,NA,di,NA
1193,10,10,100,budget,1,west,NA,east,15500,db,mt,mc,NA,NA,NA,NA,di,mr
1194,12.25,10.25,125.56,luxury,2,west,east,south,71500,db,lt,ac,ww,wb,bt,dr,di,NA
1195,14.25,11,156.75,budget,1,east,NA,south,13800,db,mt,pc,NA,NA,NA,NA,di,NA
1196,14.25,14.25,203.06,standard,2,north,south,west,15300,sb,lt,pc,fw,NA,NA,NA,di,mr
1197,12.25,12,147,budget,2,north,east,west,12800,sb,mt,pc,hw,NA,NA,NA,di,mr
1198,13,11.25,146.25,budget,1,east,west,NA,17800,db,mt,pc,fw,bb,NA,NA,di,NA
1199,11,9.25,101.75,budget,1,west,NA,north,19000,db,mt,mc,fw,bb,NA,NA,di,mr
1200,14.75,11.5,169.62,budget,2,south,north,west,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
1201,14.25,13,185.25,budget,2,west,north,east,12800,sb,mt,pc,hw,NA,NA,NA,di,mr
1202,11,10.25,112.75,standard,1,south,east,NA,17000,db,lt,mc,NA,NA,NA,NA,di,mr
1203,14.5,11,159.5,standard,1,south,NA,west,18800,db,mt,pc,fw,bb,NA,NA,di,mr
1204,12.75,10,127.5,budget,2,north,west,east,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1205,11.25,10.5,118.12,budget,1,south,NA,west,16000,sb,mt,mc,NA,wb,NA,NA,di,mr
1206,11.25,11.25,126.56,standard,1,south,east,NA,13800,db,mt,pc,NA,NA,NA,NA,di,NA
1207,13.25,9,119.25,budget,2,north,south,east,14800,sb,lt,pc,hw,NA,NA,NA,di,mr
1208,12.25,12.25,150.06,standard,2,east,north,south,22500,db,lt,mc,fw,wb,NA,NA,di,NA
1209,14.5,10.5,152.25,budget,1,east,NA,north,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1210,14.5,11.75,170.38,budget,2,west,east,north,29800,db,mt,pc,ww,NA,NA,NA,di,mr
1211,12,10.25,123,standard,1,south,NA,north,22000,db,mt,ac,NA,NA,NA,NA,di,mr
1212,13.5,11.25,151.88,budget,1,east,west,NA,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1213,14.5,10,145,budget,1,east,NA,south,10300,sb,mt,pc,NA,NA,NA,NA,di,NA
1214,12.75,12.5,159.38,budget,1,east,west,NA,22000,db,lt,mc,hw,wb,NA,NA,di,mr
1215,14,11.5,161,luxury,2,south,east,north,37500,db,lt,ac,NA,wb,NA,NA,di,NA
1216,13.75,12.25,168.44,standard,2,west,east,north,12300,sb,lt,pc,NA,NA,NA,NA,di,NA
1217,14.75,9,132.75,luxury,2,south,east,north,54000,db,lt,ac,hw,wb,NA,dr,di,NA
1218,12,10.75,129,standard,2,north,south,east,14000,db,mt,mc,NA,NA,NA,NA,di,NA
1219,13,9,117,luxury,1,north,NA,south,36000,db,mt,mc,fw,NA,bt,dr,di,NA
1220,12.5,10.5,131.25,standard,2,west,north,east,14500,sb,lt,mc,hw,NA,NA,NA,di,NA
1221,12.25,9.5,116.38,luxury,2,south,west,east,61500,db,mt,ac,ww,NA,NA,dr,di,NA
1222,14.25,11.25,160.31,standard,2,west,east,south,23500,db,mt,ac,hw,bb,NA,NA,di,NA
1223,14,10.25,143.5,budget,1,east,NA,south,29000,db,mt,mc,ww,NA,NA,NA,di,NA
1224,14.75,12,177,luxury,2,west,north,east,37800,kb,lt,pc,fw,wb,bt,NA,di,mr
1225,14.5,10.25,148.62,standard,1,east,NA,west,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1226,15,12.75,191.25,luxury,2,west,north,east,31300,db,lt,pc,ww,NA,NA,NA,di,mr
1227,14.25,10.75,153.19,budget,1,north,NA,east,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1228,13,9.75,126.75,budget,1,north,south,NA,20300,db,mt,pc,fw,wb,NA,NA,di,NA
1229,12.5,12.25,153.12,luxury,1,west,NA,east,48500,kb,mt,mc,NA,wb,bt,dr,di,NA
1230,14.5,11.5,166.75,luxury,2,east,west,north,32000,db,mt,ac,NA,NA,NA,NA,di,NA
1231,11,10,110,budget,2,east,north,west,13300,sb,mt,pc,NA,bb,NA,NA,di,mr
1232,14,9.25,129.5,budget,1,east,south,NA,14300,sb,mt,pc,hw,bb,NA,NA,di,mr
1233,14.75,9.75,143.81,luxury,2,east,north,west,38500,db,mt,ac,ww,bb,NA,NA,di,mr
1234,12.75,11.25,143.44,standard,1,south,west,NA,25000,db,lt,ac,fw,NA,NA,NA,di,NA
1235,14.5,13.75,199.38,standard,2,north,east,south,15500,sb,mt,mc,NA,wb,NA,NA,di,NA
1236,11.75,9.5,111.62,budget,1,west,north,NA,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
1237,13,13,169,budget,2,north,west,south,13000,sb,mt,mc,hw,NA,NA,NA,di,NA
1238,11.5,9,103.5,standard,1,east,south,NA,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1239,13,11,143,standard,1,west,NA,north,31500,db,lt,mc,ww,NA,NA,NA,di,mr
1240,12.75,12.5,159.38,luxury,2,south,east,north,53500,kb,lt,ac,ww,NA,bt,NA,di,mr
1241,12.5,9,112.5,budget,1,east,NA,south,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1242,14.75,13.75,202.81,luxury,2,north,west,east,25000,db,lt,mc,NA,wb,bt,NA,di,mr
1243,14.75,9.75,143.81,luxury,2,east,north,south,60500,db,lt,ac,ww,wb,bt,dr,di,NA
1244,11.75,10.75,126.31,budget,1,west,north,NA,18500,db,mt,mc,NA,wb,NA,NA,di,NA
1245,10.5,10.25,107.62,luxury,1,west,NA,south,46000,db,lt,mc,ww,NA,NA,dr,di,NA
1246,14.25,10,142.5,budget,2,east,west,north,12800,sb,mt,pc,fw,NA,NA,NA,di,NA
1247,13.5,9.25,124.88,standard,2,east,south,north,14800,sb,lt,pc,hw,NA,NA,NA,di,mr
1248,13.25,11.5,152.38,standard,1,south,west,NA,32300,db,lt,pc,ww,bb,NA,NA,di,mr
1249,14,10.5,147,budget,2,north,east,west,16000,sb,mt,mc,NA,wb,NA,NA,di,mr
1250,14.75,13.5,199.12,standard,2,north,south,west,30000,db,lt,ac,fw,wb,NA,NA,di,mr
1251,9.25,9,83.25,luxury,1,north,NA,east,60300,db,lt,pc,ww,wb,NA,dr,di,NA
1252,12.75,11.25,143.44,budget,1,east,west,NA,15800,db,mt,pc,hw,NA,NA,NA,di,mr
1253,14.75,12.25,180.69,luxury,2,south,west,east,41000,db,mt,ac,hw,NA,bt,dr,di,NA
1254,15,14.75,221.25,standard,2,west,east,north,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1255,12.25,12.25,150.06,luxury,2,south,west,east,51500,kb,mt,ac,ww,NA,bt,NA,di,mr
1256,11.25,9.5,106.88,budget,1,north,south,NA,18000,sb,mt,mc,fw,wb,NA,NA,di,NA
1257,14.75,9.75,143.81,luxury,2,south,east,west,49300,db,mt,pc,hw,wb,bt,dr,di,NA
1258,12,9.5,114,budget,1,north,south,NA,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
1259,13.5,10,135,budget,1,south,NA,east,18500,db,lt,mc,hw,NA,NA,NA,di,mr
1260,13.75,13.75,189.06,budget,2,south,west,north,14800,sb,mt,pc,hw,bb,NA,NA,di,mr
1261,11,9.25,101.75,budget,1,east,NA,west,15000,sb,mt,mc,fw,bb,NA,NA,di,NA
1262,11.5,10.5,120.75,standard,1,north,east,NA,17800,db,lt,pc,fw,NA,NA,NA,di,NA
1263,15,9.5,142.5,standard,2,north,south,east,23000,sb,lt,ac,fw,NA,NA,NA,di,mr
1264,12.75,9.5,121.12,luxury,1,east,south,NA,32000,db,lt,mc,ww,NA,NA,NA,di,mr
1265,12,9.25,111,standard,2,north,east,south,22300,db,lt,pc,fw,wb,NA,NA,di,mr
1266,15,11.5,172.5,luxury,2,north,south,west,46000,db,lt,mc,ww,NA,bt,NA,di,NA
1267,13.5,13.5,182.25,budget,2,north,east,south,15800,db,mt,pc,fw,NA,NA,NA,di,NA
1268,13,12.25,159.25,standard,1,west,south,NA,28800,db,mt,pc,ww,NA,NA,NA,di,NA
1269,11.75,10.25,120.44,luxury,2,east,north,west,37500,db,mt,ac,ww,bb,NA,NA,di,NA
1270,15,9,135,luxury,1,east,north,NA,67000,db,lt,ac,ww,wb,NA,dr,di,NA
1271,13.5,11.25,151.88,budget,1,west,NA,east,29500,db,mt,mc,ww,NA,NA,NA,di,NA
1272,13.75,13.25,182.19,budget,2,south,west,east,16500,db,mt,mc,hw,NA,NA,NA,di,mr
1273,15,15,225,standard,2,north,south,east,19300,db,mt,pc,hw,wb,NA,NA,di,NA
1274,10.25,9,92.25,budget,1,north,east,NA,14300,sb,mt,pc,hw,bb,NA,NA,di,mr
1275,13.25,9.5,125.88,standard,2,west,south,east,18500,db,lt,mc,fw,NA,NA,NA,di,NA
1276,13.75,12.25,168.44,standard,2,west,north,south,18500,db,lt,mc,hw,bb,NA,NA,di,NA
1277,14,12.75,178.5,budget,2,east,west,north,14800,db,mt,pc,hw,NA,NA,NA,di,NA
1278,12.75,12.75,162.56,budget,2,west,south,east,17300,db,mt,pc,fw,bb,NA,NA,di,NA
1279,14.75,10.5,154.88,standard,2,north,west,south,15800,db,lt,pc,NA,NA,NA,NA,di,mr
1280,13.5,9.25,124.88,budget,1,east,south,NA,12800,sb,mt,pc,hw,NA,NA,NA,di,mr
1281,11,9.75,107.25,budget,1,south,NA,east,13300,sb,mt,pc,hw,bb,NA,NA,di,NA
1282,15,14,210,luxury,2,west,east,south,42000,kb,lt,ac,NA,wb,bt,NA,di,mr
1283,14.75,12.5,184.38,standard,2,south,north,west,22800,db,lt,pc,fw,wb,NA,NA,di,mr
1284,10.5,9.25,97.12,standard,1,east,north,NA,31000,db,mt,mc,ww,bb,NA,NA,di,NA
1285,13.25,10.75,142.44,budget,1,east,NA,south,28300,db,mt,pc,ww,NA,NA,NA,di,NA
1286,11.75,11.75,138.06,standard,1,south,north,NA,15000,sb,lt,mc,hw,NA,NA,NA,di,mr
1287,9.75,9.25,90.19,budget,1,south,NA,west,17800,db,lt,pc,NA,bb,NA,NA,di,mr
1288,10.25,9.75,99.94,standard,1,east,north,NA,17300,db,mt,pc,fw,NA,NA,NA,di,mr
1289,13.75,12.75,175.31,standard,2,north,south,west,23000,db,lt,mc,fw,wb,NA,NA,di,mr
1290,14.25,11.25,160.31,luxury,2,south,east,west,40000,db,lt,ac,hw,bb,bt,NA,di,NA
1291,10,9.25,92.5,budget,1,north,NA,west,16300,db,mt,pc,fw,NA,NA,NA,di,NA
1292,13.5,13.25,178.88,standard,2,north,south,east,18800,db,mt,pc,NA,wb,NA,NA,di,mr
1293,14.5,10,145,standard,2,south,east,north,15500,sb,lt,mc,hw,NA,NA,NA,di,mr
1294,15,11,165,standard,2,east,west,south,18500,db,mt,mc,hw,bb,NA,NA,di,mr
1295,14,14,196,budget,2,west,east,north,18000,sb,mt,mc,hw,wb,NA,NA,di,mr
1296,12,11.75,141,budget,1,south,north,NA,18800,sb,lt,pc,hw,wb,NA,NA,di,mr
1297,10.5,9.5,99.75,luxury,1,west,NA,east,16500,db,mt,mc,hw,NA,NA,NA,di,mr
1298,13,10.75,139.75,luxury,2,south,west,north,66000,db,mt,ac,ww,NA,bt,dr,di,NA
1299,12.5,9.5,118.75,standard,1,north,NA,east,33300,db,mt,pc,ww,wb,NA,NA,di,mr
1300,14,10,140,standard,2,east,south,north,14000,sb,mt,mc,NA,bb,NA,NA,di,mr
1301,14,14,196,budget,2,north,east,west,17300,sb,mt,pc,fw,wb,NA,NA,di,NA
1302,12.25,9.5,116.38,standard,2,west,east,south,29800,db,mt,pc,ww,NA,NA,NA,di,mr
1303,9.5,9.25,87.88,standard,1,east,NA,south,27500,sb,lt,mc,ww,NA,NA,NA,di,NA
1304,15,12.25,183.75,standard,2,south,north,west,19000,db,lt,mc,fw,NA,NA,NA,di,mr
1305,13.25,12.75,168.94,budget,2,east,west,north,33000,sb,lt,mc,ww,wb,NA,NA,di,mr
1306,11.75,11.75,138.06,standard,2,south,east,north,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1307,10,9,90,luxury,1,east,NA,west,49000,db,lt,mc,hw,bb,bt,dr,di,NA
1308,14.25,14.25,203.06,luxury,2,east,south,west,53500,kb,lt,ac,ww,NA,bt,NA,di,mr
1309,12,9.25,111,budget,1,east,NA,north,15800,db,mt,pc,fw,NA,NA,NA,di,NA
1310,12.75,12.25,156.19,standard,1,north,west,NA,27500,sb,lt,mc,ww,NA,NA,NA,di,NA
1311,9,9,81,standard,1,north,NA,east,26000,db,lt,ac,fw,NA,NA,NA,di,mr
